Name,Inspection Date,Description,Address,City,Zip Code,Phone,Business_ID,Inspection_Serial_Num,Violation_Record_ID
"CANTEEN VENDING @ AMAZON BFI4, EAST AND WEST",11/07/2016,Grocery Store-no seating - Risk Category I,21005 64TH AVE S,KENT,98032,(253) 922-5200,PR0085939,DA5CWZ7MJ,
"CANTEEN VENDING @ AMAZON BFI4, REAR",08/27/2019,Grocery Store-no seating - Risk Category I,21005 64TH AVE S,KENT,98032,(253) 922-5200,PR0085940,DAC7PUDQY,
"CANTEEN VENDING @ AMAZON BFI4, REAR",05/17/2017,Grocery Store-no seating - Risk Category I,21005 64TH AVE S,KENT,98032,(253) 922-5200,PR0085940,DAJDY0AAT,IVECKJ01T
"CANTEEN VENDING @ AMAZON BFI4, REAR",11/07/2016,Grocery Store-no seating - Risk Category I,21005 64TH AVE S,KENT,98032,(253) 922-5200,PR0085940,DAUITOJVE,
CANTEEN VENDING @ AMAZON DWA2,04/04/2023,Grocery Store-no seating - Risk Category I,2871 S 102ND ST,BURIEN,98168,(253) 922-5200,PR0089681,DA1KJUFYP,
CANTEEN VENDING @ AMAZON DWA2,09/27/2022,Grocery Store-no seating - Risk Category I,2871 S 102ND ST,BURIEN,98168,(253) 922-5200,PR0089681,DABFONV0B,
CANTEEN VENDING @ AMAZON DWA2,11/05/2021,Grocery Store-no seating - Risk Category I,2871 S 102ND ST,BURIEN,98168,(253) 922-5200,PR0089681,DA1M4OQQW,
CANTEEN VENDING @ AMAZON DWA6,08/24/2023,Grocery Store-no seating - Risk Category I,22001 84TH AVE S,KENT,98032,(253) 922-5200,PR0089683,DA0UNKKDD,
CANTEEN VENDING @ AMAZON PSE1,,Grocery Store-no seating - Risk Category I,20416 72ND AVE S,KENT,98032,(253) 922-5200,PR0089684,,
CANTEEN VENDING @ AMAZON UWA6,,Grocery Store-no seating - Risk Category I,20280 84TH AVE S,KENT,98032,(253) 922-5200,PR0089685,,
CANTEEN VENDING @ BOEING,03/31/2023,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089279,DA8MFVD9T,
CANTEEN VENDING @ BOEING,03/31/2023,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089281,DAZQD6Z3H,
CANTEEN VENDING @ BOEING,03/31/2023,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089278,DA3WOVSKZ,
CANTEEN VENDING @ BOEING,03/31/2023,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089282,DADZ4L8A2,
CANTEEN VENDING @ BOEING,05/19/2022,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089282,DAO3KFMYO,
CANTEEN VENDING @ BOEING,05/19/2022,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089278,DAXES8YIN,
CANTEEN VENDING @ BOEING,05/19/2022,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089279,DAJWPWPA4,
CANTEEN VENDING @ BOEING,05/19/2022,Grocery Store-no seating - Risk Category I,900 1ST AVE N,AUBURN,98001,(253) 218-8350,PR0089281,DAGXAGO2A,
CANTEEN VENDING @ BOEING 10-18,02/14/2024,Grocery Store-no seating - Risk Category I,635 PARK AVE N,RENTON,98057,(253) 218-8350,PR0088815,DASR0RA0G,
CANTEEN VENDING @ BOEING 10-18,01/25/2023,Grocery Store-no seating - Risk Category I,635 PARK AVE N,RENTON,98057,(253) 218-8350,PR0088815,DAQ2CSPMY,
CANTEEN VENDING @ BOEING 10-18,04/14/2022,Grocery Store-no seating - Risk Category I,635 PARK AVE N,RENTON,98057,(253) 218-8350,PR0088815,DASRHEE4J,
CANTEEN VENDING @ BOEING 10-18,02/16/2021,Grocery Store-no seating - Risk Category I,635 PARK AVE N,RENTON,98057,(253) 218-8350,PR0088815,DANN2FTSZ,
CANTEEN VENDING @ BOEING 10-18,10/22/2020,Grocery Store-no seating - Risk Category I,635 PARK AVE N,RENTON,98057,(253) 218-8350,PR0088815,DABVHGHSJ,
CANTEEN VENDING @ BOEING 13-01,12/13/2023,Grocery Store-no seating - Risk Category I,10002 E MARGINAL WAY,TUKWILA,98168,(253) 922-5200,PR0085959,DAYPYZBQH,
CANTEEN VENDING @ BOEING 13-01,12/16/2022,Grocery Store-no seating - Risk Category I,10002 E MARGINAL WAY,TUKWILA,98168,(253) 922-5200,PR0085959,DAJRYKDKV,
CANTEEN VENDING @ BOEING 13-01,10/21/2019,Grocery Store-no seating - Risk Category I,10002 E MARGINAL WAY,TUKWILA,98168,(253) 922-5200,PR0085959,DA9LKCCFI,
CANTEEN VENDING @ BOEING 13-01,10/28/2016,Grocery Store-no seating - Risk Category I,10002 E MARGINAL WAY,TUKWILA,98168,(253) 922-5200,PR0085959,DAUGFPSIP,
CANTEEN VENDING @ BOEING 13-01,10/07/2016,Grocery Store-no seating - Risk Category I,10002 E MARGINAL WAY,TUKWILA,98168,(253) 922-5200,PR0085959,DAPD10Z0K,IVK0M8ERR
CANTEEN VENDING @ BOEING 17-12,06/09/2023,Grocery Store-no seating - Risk Category I,700 15TH ST SW,AUBURN,98001,(253) 218-8350,PR0088813,DACE6Q70A,
CANTEEN VENDING @ BOEING 17-12,05/19/2022,Grocery Store-no seating - Risk Category I,700 15TH ST SW,AUBURN,98001,(253) 218-8350,PR0088813,DAMNZLBLW,
CANTEEN VENDING @ BOEING 17-12,10/27/2020,Grocery Store-no seating - Risk Category I,700 15TH ST SW,AUBURN,98001,(253) 218-8350,PR0088813,DAIVHUTR6,
CANTEEN VENDING @ BOEING 17-62,03/31/2023,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DAZPJUYUO,
CANTEEN VENDING @ BOEING 17-62,05/19/2022,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DAJH0YNM2,
CANTEEN VENDING @ BOEING 17-62,10/27/2020,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DAINWHPTD,
CANTEEN VENDING @ BOEING 17-62,12/17/2019,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DAC5PKNZR,
CANTEEN VENDING @ BOEING 17-62,09/20/2018,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DA1VQ95ZD,
CANTEEN VENDING @ BOEING 17-62,12/12/2017,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DAJBW7QKG,
CANTEEN VENDING @ BOEING 17-62,11/09/2016,Grocery Store-no seating - Risk Category I,900 1ST AVE N,ALGONA,98001,(253) 922-5200,PR0085963,DACSIMUFS,
CANTEEN VENDING @ BOEING 18-26.1,04/13/2023,Grocery Store-no seating - Risk Category I,20403 68TH AVE S,KENT,98032,(253) 218-8350,PR0088783,DAMDLVRSP,
CANTEEN VENDING @ BOEING 18-62,04/13/2023,Grocery Store-no seating - Risk Category I,20403 68TH AVE S,KENT,98032,(253) 218-8350,PR0088784,DA080R4A9,
CANTEEN VENDING @ BOEING 22-01,12/13/2023,Grocery Store-no seating - Risk Category I,2201 S 142ND ST,SEATAC,98168,(253) 922-5200,PR0085975,DA0TJA74K,
CANTEEN VENDING @ BOEING 22-01,12/16/2022,Grocery Store-no seating - Risk Category I,2201 S 142ND ST,SEATAC,98168,(253) 922-5200,PR0085975,DARC50TEE,
CANTEEN VENDING @ BOEING 22-01,12/16/2019,Grocery Store-no seating - Risk Category I,2201 S 142ND ST,SEATAC,98168,(253) 922-5200,PR0085975,DAELEZT5T,
CANTEEN VENDING @ BOEING 4-20,02/14/2024,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DA5DMIR9R,
CANTEEN VENDING @ BOEING 4-20,02/22/2023,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DANUVQBNQ,
CANTEEN VENDING @ BOEING 4-20,03/22/2022,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DA63ZWC8Q,
CANTEEN VENDING @ BOEING 4-20,02/16/2021,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DAPIFQYLU,
CANTEEN VENDING @ BOEING 4-20,03/04/2020,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DACO077DF,IVJAXESBQ
CANTEEN VENDING @ BOEING 4-20,03/01/2019,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DAMDHYWTL,
CANTEEN VENDING @ BOEING 4-20,11/29/2017,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DAS9COXCU,
CANTEEN VENDING @ BOEING 4-20,10/28/2016,Grocery Store-no seating - Risk Category I,998 N LOGAN AVE,RENTON,98057,(253) 922-5200,PR0085947,DAHI3XNZ3,
CANTEEN VENDING @ BOEING 4-21,02/14/2024,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 218-8350,PR0088816,DAVYWFB8M,
CANTEEN VENDING @ BOEING 4-21,02/22/2023,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 218-8350,PR0088816,DAL960S2Z,
CANTEEN VENDING @ BOEING 4-21,03/22/2022,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 218-8350,PR0088816,DA3V0L1PH,
CANTEEN VENDING @ BOEING 4-21,02/16/2021,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 218-8350,PR0088816,DAVVM1A9V,
CANTEEN VENDING @ BOEING 4-21,10/29/2020,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 218-8350,PR0088816,DAJV59RNX,IV9GE0XDH
CANTEEN VENDING @ BOEING 4-21 D21,02/14/2024,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5200,PR0089373,DA9ZDZMB0,
CANTEEN VENDING @ BOEING 4-21 D21,02/22/2023,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5200,PR0089373,DANXHBFQT,IVXBQCFTN
CANTEEN VENDING @ BOEING 4-21 D21,03/22/2022,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5200,PR0089373,DAFKQO9HC,
CANTEEN VENDING @ BOEING 4-21 D21,02/16/2021,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5200,PR0089373,DAT0JOBGR,
CANTEEN VENDING @ BOEING 4-68,02/14/2024,Grocery Store-no seating - Risk Category I,999 757TH AVE,RENTON,98057,(253) 218-8350,PR0088814,DAOJC1SQC,
CANTEEN VENDING @ BOEING 4-68,01/25/2023,Grocery Store-no seating - Risk Category I,999 757TH AVE,RENTON,98057,(253) 218-8350,PR0088814,DA113HU6V,
CANTEEN VENDING @ BOEING 4-68,03/22/2022,Grocery Store-no seating - Risk Category I,999 757TH AVE,RENTON,98057,(253) 218-8350,PR0088814,DAQYBC4GS,
CANTEEN VENDING @ BOEING 4-68,02/16/2021,Grocery Store-no seating - Risk Category I,999 757TH AVE,RENTON,98057,(253) 218-8350,PR0088814,DAY4VUCEY,
CANTEEN VENDING @ BOEING 4-68,10/29/2020,Grocery Store-no seating - Risk Category I,999 757TH AVE,RENTON,98057,(253) 218-8350,PR0088814,DA1PQVEOX,
CANTEEN VENDING @ BOEING 4-81,01/25/2024,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DAZWYQLYM,
CANTEEN VENDING @ BOEING 4-81,01/25/2023,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DAB2W2Q6E,
CANTEEN VENDING @ BOEING 4-81,03/22/2022,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DATK2NQLE,
CANTEEN VENDING @ BOEING 4-81,02/16/2021,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DAVGHR1P1,
CANTEEN VENDING @ BOEING 4-81,03/04/2020,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DAPUGOTZK,
CANTEEN VENDING @ BOEING 4-81,03/28/2019,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DA3OTDRPS,
CANTEEN VENDING @ BOEING 4-81,10/28/2016,Grocery Store-no seating - Risk Category I,998 757TH AVE,RENTON,98057,(253) 922-5200,PR0085946,DAXG4YU9H,
CANTEEN VENDING @ BOEING 4-82 Q7,01/25/2024,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5500,PR0088204,DAM093WBQ,
CANTEEN VENDING @ BOEING 4-82 Q7,02/22/2023,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5500,PR0088204,DA0YJ1CRM,
CANTEEN VENDING @ BOEING 4-82 Q7,03/22/2022,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5500,PR0088204,DA6C6KGF0,
CANTEEN VENDING @ BOEING 4-82 Q7,03/04/2020,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5500,PR0088204,DAX50MP0I,
CANTEEN VENDING @ BOEING 4-82 Q7,03/28/2019,Grocery Store-no seating - Risk Category I,998 LOGAN AVE N,RENTON,98057,(253) 922-5500,PR0088204,DA2856011,
CANTEEN VENDING @ BOEING 5-08,02/14/2024,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DAYTR0WAV,
CANTEEN VENDING @ BOEING 5-08,01/25/2023,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DAEYVSYUH,
CANTEEN VENDING @ BOEING 5-08,03/22/2022,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DAW0QELLF,
CANTEEN VENDING @ BOEING 5-08,02/16/2021,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DAHJHSDO5,
CANTEEN VENDING @ BOEING 5-08,03/04/2020,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DA7VNZOID,
CANTEEN VENDING @ BOEING 5-08,03/01/2019,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DAEPZPI1L,
CANTEEN VENDING @ BOEING 5-08,11/29/2017,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DAXHJJP0P,
CANTEEN VENDING @ BOEING 5-08,10/28/2016,Grocery Store-no seating - Risk Category I,616 PERIMETER RD,RENTON,98057,(253) 922-5200,PR0085945,DACV9T0KW,
CANTEEN VENDING @ COSTCO #110 (BREAKROOM),12/29/2023,Grocery Store-no seating - Risk Category I,1801 10TH AVE NW,ISSAQUAH,98027,(704) 328-5184,PR0089495,DAKZX8XDD,
CANTEEN VENDING @ COSTCO #110 (BREAKROOM),10/12/2022,Grocery Store-no seating - Risk Category I,1801 10TH AVE NW,ISSAQUAH,98027,(704) 328-5184,PR0089495,DAABQKJU0,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,05/03/2023,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DAA91AHMW,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,05/31/2022,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DA3OPONWH,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,10/27/2020,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DATW7TMM0,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,04/03/2019,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DAPPIA1TK,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,04/27/2018,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DAK8RRXWX,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,10/02/2017,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DASZIW1OG,
CANTEEN VENDING @ COSTCO AUBURN OPTICAL,10/03/2016,Grocery Store-no seating - Risk Category I,1802 M ST NW,AUBURN,98001,(253) 922-5200,PR0086115,DAWRD4CQT,
CANTEEN VENDING @ COSTCO COVINGTON,04/25/2023,Grocery Store-no seating - Risk Category I,27520 COVINGTON WAY SE,COVINGTON,98042,(253) 922-5200,PR0087788,DAPZVGAIR,
CANTEEN VENDING @ COSTCO COVINGTON,12/28/2022,Grocery Store-no seating - Risk Category I,27520 COVINGTON WAY SE,COVINGTON,98042,(253) 922-5200,PR0087788,DAYQOMXYV,
CANTEEN VENDING @ COSTCO COVINGTON,02/12/2021,Grocery Store-no seating - Risk Category I,27520 COVINGTON WAY SE,COVINGTON,98042,(253) 922-5200,PR0087788,DAXRFHJ89,
CANTEEN VENDING @ COSTCO COVINGTON,04/01/2019,Grocery Store-no seating - Risk Category I,27520 COVINGTON WAY SE,COVINGTON,98042,(253) 922-5200,PR0087788,DACYHELGG,
CANTEEN VENDING @ COSTCO COVINGTON,10/25/2018,Grocery Store-no seating - Risk Category I,27520 COVINGTON WAY SE,COVINGTON,98042,(253) 922-5200,PR0087788,DADXIAMQL,
CANTEEN VENDING @ COSTCO FEDERAL WAY,02/29/2024,Grocery Store-no seating - Risk Category I,35100 ENCHANTED PKWY S,FEDERAL WAY,98003,(253) 922-5200,PR0087516,DAYHHEAHT,
CANTEEN VENDING @ COSTCO FEDERAL WAY,06/14/2023,Grocery Store-no seating - Risk Category I,35100 ENCHANTED PKWY S,FEDERAL WAY,98003,(253) 922-5200,PR0087516,DAQ80P3RH,
CANTEEN VENDING @ COSTCO FEDERAL WAY,07/07/2022,Grocery Store-no seating - Risk Category I,35100 ENCHANTED PKWY S,FEDERAL WAY,98003,(253) 922-5200,PR0087516,DAAYFP3ZH,
CANTEEN VENDING @ COSTCO FEDERAL WAY,01/07/2020,Grocery Store-no seating - Risk Category I,35100 ENCHANTED PKWY S,FEDERAL WAY,98003,(253) 922-5200,PR0087516,DABSHROMD,
CANTEEN VENDING @ COSTCO FEDERAL WAY,04/08/2019,Grocery Store-no seating - Risk Category I,35100 ENCHANTED PKWY S,FEDERAL WAY,98003,(253) 922-5200,PR0087516,DAMARL5JY,
CANTEEN VENDING @ COSTCO FEDERAL WAY,05/10/2018,Grocery Store-no seating - Risk Category I,35100 ENCHANTED PKWY S,FEDERAL WAY,98003,(253) 922-5200,PR0087516,DA3BB7XML,
CANTEEN VENDING @ COSTCO TUKWILA,04/02/2024,Grocery Store-no seating - Risk Category I,400 COSTCO DR STE 150,TUKWILA,98188,(253) 922-5200,PR0088299,DAG1Y4L8V,
CANTEEN VENDING @ COSTCO TUKWILA,04/11/2023,Grocery Store-no seating - Risk Category I,400 COSTCO DR STE 150,TUKWILA,98188,(253) 922-5200,PR0088299,DAU7SJQMQ,
CANTEEN VENDING @ COSTCO TUKWILA,05/03/2022,Grocery Store-no seating - Risk Category I,400 COSTCO DR STE 150,TUKWILA,98188,(253) 922-5200,PR0088299,DA2ZI9P9P,
CANTEEN VENDING @ COSTCO TUKWILA,02/03/2020,Grocery Store-no seating - Risk Category I,400 COSTCO DR STE 150,TUKWILA,98188,(253) 922-5200,PR0088299,DARJ78HPS,IVOAKBQ27
CANTEEN VENDING @ COSTCO TUKWILA,07/29/2019,Grocery Store-no seating - Risk Category I,400 COSTCO DR STE 150,TUKWILA,98188,(253) 922-5200,PR0088299,DASTNRDSN,
CANTEEN VENDING @ COSTCO TUKWILA,06/20/2019,Grocery Store-no seating - Risk Category I,400 COSTCO DR STE 150,TUKWILA,98188,(253) 922-5200,PR0088299,DAP2ZZR0M,IVZUMXRIB
CANTEEN VENDING @ DCG ONE (MAILHANDLERS),03/12/2024,Grocery Store-no seating - Risk Category I,4401 E MARGINAL WAY S,SEATTLE,98134,(253) 922-5200,PR0085994,DANWP012X,
CANTEEN VENDING @ DCG ONE (MAILHANDLERS),07/26/2023,Grocery Store-no seating - Risk Category I,4401 E MARGINAL WAY S,SEATTLE,98134,(253) 922-5200,PR0085994,DAC8OE5OM,
CANTEEN VENDING @ DCG ONE (MAILHANDLERS),07/21/2022,Grocery Store-no seating - Risk Category I,4401 E MARGINAL WAY S,SEATTLE,98134,(253) 922-5200,PR0085994,DAZVT0OPJ,
CANTEEN VENDING @ DCG ONE (MAILHANDLERS),02/25/2020,Grocery Store-no seating - Risk Category I,4401 E MARGINAL WAY S,SEATTLE,98134,(253) 922-5200,PR0085994,DACKL81TK,
CANTEEN VENDING @ DCG ONE (MAILHANDLERS),06/25/2018,Grocery Store-no seating - Risk Category I,4401 E MARGINAL WAY S,SEATTLE,98134,(253) 922-5200,PR0085994,DAJSMCATF,
CANTEEN VENDING @ DCG ONE (MAILHANDLERS),12/26/2017,Grocery Store-no seating - Risk Category I,4401 E MARGINAL WAY S,SEATTLE,98134,(253) 922-5200,PR0085994,DAVJOAKTZ,
CANTEEN VENDING @ FRED HUTCH SEAM PLANT,11/09/2023,Grocery Store-no seating - Risk Category I,1241 EASTLAKE AVE E,SEATTLE,98102,(704) 328-5184,PR0089370,DA2JFAV10,
CANTEEN VENDING @ FRED HUTCH SEAM PLANT,07/06/2022,Grocery Store-no seating - Risk Category I,1241 EASTLAKE AVE E,SEATTLE,98102,(704) 328-5184,PR0089370,DA9QJAAU5,
CANTEEN VENDING @ GENIE REDMOND (TEREX),,Grocery Store-no seating - Risk Category I,18700 NE 65th ST,REDMOND,98052,(704) 328-6109,PR0091586,,
CANTEEN VENDING @ HONEYWELL (BUILDING 1),05/08/2023,Grocery Store-no seating - Risk Category I,15001 NE 36TH ST,REDMOND,98052,(425) 327-0646,PR0089385,DA2DJPBPX,
CANTEEN VENDING @ HONEYWELL (BUILDING 1),02/18/2022,Grocery Store-no seating - Risk Category I,15001 NE 36TH ST,REDMOND,98052,(425) 327-0646,PR0089385,DAVTFX3IX,
CANTEEN VENDING @ HONEYWELL (BUILDING 1),02/11/2021,Grocery Store-no seating - Risk Category I,15001 NE 36TH ST,REDMOND,98052,(425) 327-0646,PR0089385,DAYOSMPTE,
CANTEEN VENDING @ HONEYWELL (BUILDING 3),05/08/2023,Grocery Store-no seating - Risk Category I,15001 NE 36TH ST,REDMOND,98052,(425) 327-0646,PR0089386,DAXZ0SAFD,
CANTEEN VENDING @ HONEYWELL (BUILDING 3),02/18/2022,Grocery Store-no seating - Risk Category I,15001 NE 36TH ST,REDMOND,98052,(425) 327-0646,PR0089386,DA7QXS1S4,
CANTEEN VENDING @ HONEYWELL (BUILDING 3),02/11/2021,Grocery Store-no seating - Risk Category I,15001 NE 36TH ST,REDMOND,98052,(425) 327-0646,PR0089386,DAWCXEJCH,
CANTEEN VENDING @ HY TEC,09/06/2019,Grocery Store-no seating - Risk Category I,8127 S 216TH ST,KENT,98032,(253) 922-5200,PR0085935,DAHBHXWJY,
CANTEEN VENDING @ HY TEC,12/04/2017,Grocery Store-no seating - Risk Category I,8127 S 216TH ST,KENT,98032,(253) 922-5200,PR0085935,DADJPWKYY,IVJHJE24M
CANTEEN VENDING @ HY TEC,11/08/2016,Grocery Store-no seating - Risk Category I,8127 S 216TH ST,KENT,98032,(253) 922-5200,PR0085935,DAFAO0JNZ,
CANTEEN VENDING @ KING COUNTY JAIL,01/11/2024,Grocery Store-no seating - Risk Category I,500 5TH AVE,SEATTLE,98104,(704) 328-5184,PR0089372,DAD6BZ3YE,
CANTEEN VENDING @ KING COUNTY JAIL,05/09/2023,Grocery Store-no seating - Risk Category I,500 5TH AVE,SEATTLE,98104,(704) 328-5184,PR0089372,DAQOFGL4F,
CANTEEN VENDING @ KING COUNTY JAIL,10/14/2022,Grocery Store-no seating - Risk Category I,500 5TH AVE,SEATTLE,98104,(704) 328-5184,PR0089372,DAQCSCMYV,
CANTEEN VENDING @ KING COUNTY JAIL,12/09/2021,Grocery Store-no seating - Risk Category I,500 5TH AVE,SEATTLE,98104,(704) 328-5184,PR0089372,DA6W4RAFI,
CANTEEN VENDING @ NINTENDO NORTH BEND,01/30/2023,Grocery Store-no seating - Risk Category I,1229 NW 8TH ST,NORTH BEND,98045,(253) 922-5200,PR0085948,DAIXJWHZB,
CANTEEN VENDING @ NINTENDO NORTH BEND,03/14/2022,Grocery Store-no seating - Risk Category I,1229 NW 8TH ST,NORTH BEND,98045,(253) 922-5200,PR0085948,DAV8V7BX4,
CANTEEN VENDING @ NINTENDO NORTH BEND,05/23/2019,Grocery Store-no seating - Risk Category I,1229 NW 8TH ST,NORTH BEND,98045,(253) 922-5200,PR0085948,DAGT1LIKK,
CANTEEN VENDING @ NINTENDO NORTH BEND,05/01/2018,Grocery Store-no seating - Risk Category I,1229 NW 8TH ST,NORTH BEND,98045,(253) 922-5200,PR0085948,DAFK0Q5US,IV7DBRTEP
CANTEEN VENDING @ NINTENDO REDMOND,02/22/2024,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DAMQN5WSI,
CANTEEN VENDING @ NINTENDO REDMOND,12/12/2022,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DAHWRA2OT,
CANTEEN VENDING @ NINTENDO REDMOND,04/14/2021,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DAUXLDAUQ,
CANTEEN VENDING @ NINTENDO REDMOND,04/30/2019,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DAF2KYCNY,
CANTEEN VENDING @ NINTENDO REDMOND,04/26/2018,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DALMYJSOE,
CANTEEN VENDING @ NINTENDO REDMOND,03/28/2017,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DA0YNFMZO,
CANTEEN VENDING @ NINTENDO REDMOND,12/19/2016,Grocery Store-no seating - Risk Category I,4900 150TH AVE NE,REDMOND,98052,(253) 922-5200,PR0085950,DAY002U09,
CANTEEN VENDING @ NORTHWEST ADMINISTRATORS,11/09/2023,Grocery Store-no seating - Risk Category I,2323 EASTLAKE AVE E,SEATTLE,98102,(253) 922-5200,PR0085990,DAEXPYHAV,
CANTEEN VENDING @ NORTHWEST ADMINISTRATORS,07/18/2022,Grocery Store-no seating - Risk Category I,2323 EASTLAKE AVE E,SEATTLE,98102,(253) 922-5200,PR0085990,DAMUEJQJ9,
